Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
skit,18,18,9.17,2.36,42
spontaneity,20,19,12.95,2.68,42
syllable,20,20,8.1,2.05,42
teahouse,19,16,10.44,3.37,42
treadmill,20,20,11.15,4.97,42
trustee,19,19,12.79,4.54,42
uppity,18,18,9.83,2.77,42
wanton,19,16,13.69,3.82,42
widen,18,18,6.78,2.02,42
cellophane,19,19,11.47,3.47,42
chipmunk,20,20,4.7,1.45,42
collarbone,18,18,8.89,3.14,42
crepe,19,19,10.89,4.42,42
decimal,19,19,9.21,1.78,42
diminish,19,19,10.95,2.91,42
guillotine,19,16,11.75,3.02,42
hunky,19,19,9.74,2.77,42
monarch,18,17,10.12,2.37,42
mores,19,14,13.86,2.21,42
oregano,18,17,10.88,4.59,42
persistence,18,18,10.28,2.67,42
porridge,20,20,6.35,2.13,42
taillight,19,18,9.33,3.87,42
turtleneck,19,19,6.79,1.84,42
undergo,18,18,10.89,2.74,42
unresolved,19,19,10.05,2.01,42
bunkhouse,20,15,10.2,4.04,41
sidewinder,19,16,11.25,3.64,41
appliance,18,18,8.78,3.44,41
bard,18,14,12.86,3.03,41
barrister,18,14,15,3.49,41
blip,18,16,11.31,4.63,41
cirque,18,14,14.36,4.14,41
comparative,18,18,11.94,2.15,41
diocese,18,14,11.07,4.27,41
discriminate,18,18,10.78,2.71,41
glib,18,10,13.4,3.72,41
kibble,19,14,10.5,4.83,41
lode,18,15,12.2,4.77,41
loveliness,20,19,7.79,2.72,41
middleman,19,19,10.89,3.63,41
mundane,20,19,14.05,4.29,41
ode,19,19,10.84,3.82,41
pathologist,20,20,14.6,3.82,41
pheasant,19,19,9.68,2.24,41
prefect,18,14,11.93,3.87,41
stateroom,18,18,11.94,2.07,41
subdue,18,18,11.17,3.5,41
toke,18,10,13.3,4.19,41
alderman,19,16,14.19,2.93,41
annihilation,18,17,12.06,3.38,41
autobiography,18,18,9.83,2.28,41
bandstand,19,18,9,3.27,41
blockhead,18,15,8.8,3.49,41
clog,18,18,9.39,3.33,41
complexity,19,19,12.16,2.95,41
dandruff,19,19,10.74,2.7,41
delicatessen,18,16,12.06,4.46,41
discouraging,19,19,9.11,2.08,41
doomsday,19,19,11.11,4.37,41
douse,19,18,12.56,2.89,41
flourish,18,18,10.94,2.36,41
franc,18,16,12.81,3.6,41
hazy,18,18,8.72,1.93,41
impure,19,19,11.53,4.13,41
inquest,20,19,12.74,4.09,41
irreversible,18,18,11.06,3.23,41
jubilee,18,18,10.61,3.27,41
kryptonite,19,19,9,4.04,41
lecturer,18,16,8.69,2.87,41
munchkin,19,19,6.21,4.4,41
nosebleed,19,19,5.32,1.49,41
occupant,19,19,9.95,3.22,41
panzer,18,9,14.22,5.14,41
pastime,18,18,11.5,3.26,41
patented,18,17,11.53,3.54,41
paternal,19,19,11.32,4.14,41
playroom,18,18,6.11,4.32,41
rainstorm,19,18,4.44,1.46,41
revel,19,17,12,3,41
saber,18,17,7.29,1.96,41
stellar,19,19,11.53,2.57,41
sternum,18,17,12.65,4.73,41
symmetry,18,18,11.39,2.95,41
temperamental,18,17,9.76,3.23,41
tremor,19,19,10.68,3.16,41
tripe,18,16,12.62,3.22,41
voter,19,19,7.89,2.08,41
vulnerability,19,19,9.95,2.9,41
windbag,20,16,10.62,3.48,41
birthplace,20,20,6.9,1.92,41
bookshop,19,19,6.89,1.97,41
bureaucratic,20,19,14.05,2.44,41
coax,19,19,11.47,2.44,41
contention,18,18,12.78,3.12,41
cremation,21,21,11.43,3.36,41
drab,20,19,11.11,3.02,41
expulsion,18,18,11.17,2.6,41
faux,20,20,13.25,3.67,41
flabby,21,21,8.9,3.22,41
footlocker,19,19,10.95,2.86,41
freebie,19,19,10.79,3.39,41
gnu,19,11,11.27,3.66,41
goulash,19,18,8.89,3.94,41
hypnotist,20,20,10.3,2.85,41
idealistic,19,19,11.89,3.14,41
insignia,20,17,11.94,3.31,41
labyrinth,20,19,10.53,2.74,41
locomotive,20,20,6.55,3.25,41
matchmaker,20,20,11.95,2.58,41
meteorite,19,19,8.84,2.89,41
nautilus,18,15,12.47,2.77,41
noir,19,16,16.44,3.79,41
novice,20,20,10.95,2.76,41
paprika,19,19,9.63,2.79,41
pawnshop,20,19,10.11,3.21,41
prowler,18,18,10.06,2.75,41
recapture,19,19,10.42,2.34,41
regulator,21,21,12.38,3.5,41
respective,18,18,10.78,3.21,41
scuttle,20,19,10.58,3.15,41
serialize,19,19,13.84,2.54,41
shortstop,21,21,8.24,4.05,41
smirk,19,19,8,2.73,41
soundproof,20,20,11.2,2.55,41
stenographer,19,16,13.5,3.2,41
validate,20,20,12.9,4.09,41
vegetation,20,19,10.58,2.89,41
antisocial,19,19,11.47,1.93,41
appreciative,18,18,9.94,4.04,41
charismatic,19,19,12.47,3.36,41
daiquiri,18,17,15.47,2.94,41
fallow,19,16,12.81,3.21,41
frosted,18,18,7.72,4.9,41
hazmat,21,16,13.31,5.44,41
neurosurgeon,20,20,13.75,3.49,41
outdated,19,19,9.89,2.87,41
piracy,19,19,10.63,3,41
radioactivity,18,17,12.06,2.59,41
sag,19,19,6.95,2.15,41
superhuman,18,18,7.67,2.4,41
trample,19,19,9.21,3.38,41
duma,21,2,14.5,0.71,41
probing,19,19,10.58,2.91,40
taint,19,19,9.84,2.54,40
nappy,18,16,8.44,3.71,40
albatross,18,14,11.64,3.13,40
contemptible,18,12,13.33,2.02,40
dehydration,19,19,9.37,2.41,40
ditty,19,15,10.27,2.66,40
eastbound,18,18,9.72,2.54,40
footwear,19,19,7.74,2.45,40
iguana,19,18,7.61,3.31,40
illustrate,19,19,8.32,2.67,40
inverted,19,19,12.37,3.17,40
juncture,18,16,11.62,3.54,40
monsoon,18,18,11.28,3.18,40
responsive,19,19,10.58,2.78,40
scurry,18,18,9.44,2.79,40
standup,18,18,7.28,4.64,40
temperance,19,19,13.74,3.9,40
workman,18,17,6.06,1.92,40
beneficial,19,19,10.84,3.45,40
brainstorm,18,18,9.61,2.2,40
breeder,18,17,11.53,3.94,40
catalyst,19,18,12.56,2.18,40
catatonic,18,16,13.62,2.9,40
certifiable,19,19,11.11,3.25,40
commonplace,18,18,10.17,2.53,40
counterattack,18,18,11.33,3.46,40
courtside,19,19,12.32,4.2,40
cranium,19,19,10.11,2.35,40
cubby,19,18,6.06,2.71,40
deport,18,17,12.65,3.16,40
deportation,20,20,13.95,4.58,40
diligent,18,18,11.78,3.35,40
disinfectant,19,19,10.74,4.93,40
exodus,19,16,10.38,4.9,40
firstborn,18,18,8.83,4.03,40
glimmer,18,18,10.22,3.67,40
inferiority,19,19,12,3.23,40
liposuction,20,20,12.2,4.29,40
lofty,22,20,10.45,3.91,40
matador,20,19,11.89,4.33,40
matron,19,15,13.2,4.77,40
mega,18,18,7.5,3.2,40
metabolic,22,20,12.75,3.48,40
molecule,20,20,12,3.23,40
neuter,18,17,11.12,3.52,40
pancreas,19,19,12.84,4.95,40
parenthood,19,19,8.47,3.55,40
perfectionist,19,19,11.63,3.77,40
perversion,19,19,13.11,3.96,40
questionnaire,19,19,10.84,3.48,40
regimen,19,19,10.84,2.06,40
repellent,19,19,10.32,4.61,40
selfishness,18,18,6.61,3.01,40
skyscraper,19,19,8.26,3,40
sweeten,18,18,7.78,3.08,40
trite,18,13,13,2.8,40
uneventful,19,19,10.42,2.61,40
whimsical,18,18,11.11,2.91,40
advisable,20,20,10.75,2.92,40
alleyway,18,18,8.11,2.83,40
berth,18,15,11.2,3.47,40
bile,20,18,11.67,2.93,40
cellmate,20,20,10.75,2.81,40
climber,19,19,8.05,2.27,40
coincide,20,19,11.11,3.18,40
confinement,20,20,10.7,2.56,40
conjugal,19,15,16.87,2.95,40
darkened,19,19,6.74,2.42,40
deprivation,19,18,11.17,3.49,40
eavesdrop,21,21,8.86,2.41,40
exposition,20,20,14.05,3.12,40
fumble,18,18,8.06,2.48,40
giveaway,21,21,10.24,2.61,40
gladiator,18,18,8.56,2.62,40
gripe,19,18,10.44,2.53,40
harlot,18,16,12.69,2.96,40
hookup,18,18,13.61,2.4,40
houseboat,19,19,10.63,4.13,40
immaculate,19,18,9.72,4.04,40
incarceration,19,18,13.28,2.52,40
integrate,19,19,11.47,3.31,40
kiwi,18,18,7.56,3.99,40
knowledgeable,19,19,9.95,2.48,40
mammoth,18,18,7.72,2.47,40
mimic,19,19,8.74,1.88,40
misconduct,18,18,9.22,3.61,40
mumble,20,20,7.15,2.01,40
petticoat,21,17,11,3.12,40
provision,20,20,11.9,3.09,40
saga,20,19,10.42,3.19,40
scrimmage,19,18,9.89,4.55,40
silicone,20,20,13.55,3.44,40
silky,21,21,9.1,3.85,40
sluggish,20,20,9.05,3.12,40
snowboard,21,21,11.14,5.76,40
solidarity,20,20,13.3,3.56,40
southbound,19,18,9.72,4.04,40
stardust,19,19,9.16,3.04,40
subtlety,20,19,12.53,2.84,40
technological,19,19,11.37,3.2,40
thoracic,19,12,15.33,3.87,40
toddler,19,19,6.11,3.7,40
tropics,19,19,10.47,2.82,40
uncut,37,36,8.53,2.79,40
undersea,20,20,6.25,2.86,40
varmint,21,16,11.19,2.51,40
archery,18,18,9.06,3.04,40
breezy,19,18,6.39,2.66,40
derelict,18,16,14.38,3.28,40
doughboy,19,19,8.47,2.55,40
infiltration,18,18,13.06,2.67,40
jaded,19,18,11.61,4.57,40
legislature,18,18,11.5,2.98,40
mutton,19,13,13.15,2.94,40
nominee,18,18,11,2.66,40
perilous,19,18,12.33,3.4,40
pileup,19,19,8.84,3.27,40
prowess,18,16,13,2.71,40
psychedelic,20,19,12.32,2.77,40
rummage,20,20,9,2.34,40
rustic,19,19,10.37,2.67,40
simulator,18,18,10.11,3.53,40
standardized,19,19,10.42,2.99,40
unbeatable,18,18,7.56,2.31,40
undertaking,18,18,10.33,2.95,40
sickly,19,19,7.37,2.41,39
cinder,18,14,7.57,3.98,39
sonnet,18,16,12.38,2.45,39
appraisal,18,18,12.94,3.73,39
briar,18,16,9.62,3.05,39
consistency,18,18,10.28,2.59,39
fascism,19,18,14.33,2.99,39
hellfire,18,16,11.38,3.81,39
homeward,19,19,7.37,2.56,39
incorporate,18,18,13.67,4.09,39
jihad,21,16,15.38,4.69,39
lavish,18,17,10.76,3.07,39
neurosurgery,19,18,14.11,3.58,39
nostalgia,19,19,13.21,4.06,39
pedigree,37,37,11.7,3.45,39
preppy,22,22,11.27,3.13,39
regulate,18,18,11.78,2.69,39
relativity,18,18,12.06,3.15,39
snare,19,19,10.68,3.06,39
uneven,18,18,7.33,2.22,39
variable,19,19,10.47,2.59,39
vertigo,20,20,13.55,4.17,39
warlord,19,19,12,3.38,39
wickedness,19,19,8.79,3.57,39
wield,18,15,11.33,2.66,39
archaeology,22,22,10,2.89,39
binder,19,19,10.42,3.44,39
boardroom,19,16,10.81,3.17,39
bountiful,19,19,10.47,3.27,39
carp,19,19,11.42,4.9,39
collagen,18,18,14.67,3.5,39
cookout,19,19,7.42,3.31,39
diligence,19,19,11.95,3.01,39
duckling,19,19,4.95,2.61,39
embryo,19,19,11.68,2.71,39
fad,20,20,10.25,2.97,39
fearsome,18,18,7.78,1.83,39
floozy,18,17,12.18,3.03,39
gavel,18,18,9.22,3.23,39
innate,19,19,13.58,3.95,39
luminous,18,18,11.56,2.64,39
newsroom,19,19,8.89,3.25,39
outsmart,19,19,9.16,2.77,39
priesthood,19,19,10.21,2.94,39
pristine,19,18,12.33,3.24,39
progression,19,19,11,2.33,39
quadruple,18,18,11.22,3.23,39
quilt,20,20,6.55,2.65,39
reactive,19,19,10.37,3.55,39
rebuttal,20,18,14.44,4.57,39
remodel,19,19,10,3.13,39
repugnant,18,17,12.59,4.64,39
shattering,19,19,8,3.16,39
slag,19,15,11.67,3.13,39
tome,18,15,13.2,2.18,39
uncalled,19,17,8.59,3.71,39
urinal,19,19,8.47,3.44,39
womanhood,20,20,10.65,2.35,39
advisement,20,20,12.5,3.1,39
baccarat,18,12,13.75,3.39,39
bluebird,19,19,5.37,1.89,39
convene,19,19,12.95,2.61,39
coveted,20,20,12.25,2.9,39
degradation,19,18,13,2.77,39
derivative,18,18,14.44,3.85,39
disobedience,19,19,7.84,2.95,39
dominance,19,18,10.11,3.92,39
fatherland,18,15,11.4,4.19,39
fennel,20,19,13.68,4.73,39
fiscal,19,19,14.89,2.45,39
freelancer,20,19,13.58,3.19,39
gauntlet,20,17,13.12,3.66,39
gooey,19,19,6.84,3.17,39
graze,20,20,8.9,3.81,39
imposition,20,20,12.15,3.38,39
intergalactic,20,20,11.1,3.28,39
latent,19,18,15.17,3.47,39
lilac,21,19,8.89,4.71,39
liquidate,19,19,14.42,3.06,39
origami,21,17,9.24,3.13,39
outnumber,20,20,8.3,2.18,39
parchment,21,18,10.5,3.54,39
peyote,21,15,16.07,3.65,39
promotional,20,20,10.9,2.95,39
reigning,19,18,10.67,2.91,39
relocation,20,20,9.95,2.74,39
reveille,18,10,13.4,3.17,39
sleaze,20,19,11.21,2.42,39
talcum,20,18,10,4.1,39
trig,19,16,13.94,2.21,39
vantage,20,20,12.1,2.51,39
veranda,19,18,11.89,3.74,39
apparition,18,17,11.94,4.13,39
apprehension,20,20,11.25,2.61,39
boathouse,19,19,10.21,3.38,39
checklist,18,18,7.78,2.56,39
clique,19,19,12.42,2.32,39
complement,18,18,10.22,3.56,39
conglomerate,18,18,13.28,3.53,39
cranial,19,18,12.06,2.94,39
diverse,18,18,12,3.03,39
hellish,19,19,10.05,3.91,39
hypothermia,20,20,12.8,4.48,39
incorrigible,18,14,12.57,4.35,39
kook,18,13,10.15,4.26,39
prance,19,19,8.95,2.68,39
purr,20,20,5.25,2.53,39
rein,19,18,9.61,4.68,39
semantics,18,17,13.53,3.61,39
underbelly,18,17,11,3.48,39
unlawful,19,19,11.32,2.45,39
unquote,18,16,12.62,2.33,39
unsavory,19,19,13.63,3.61,39
biochemical,19,18,11.94,2.67,38
nominal,19,19,11.21,3.47,38
objectivity,19,19,10.74,2.62,38
moonbeam,18,17,8.24,3.42,38
ratchet,19,19,10.21,3.33,38
vaccination,18,18,9.17,3.11,38
washout,18,15,10.73,3.35,38
anointed,18,16,12.56,3.81,38
bedding,18,18,6.67,2.66,38
cantaloupe,18,18,7.22,3,38
cellulite,20,20,13.65,4.26,38
chiseler,18,18,9.22,2.71,38
dimwit,19,16,9.69,2.77,38
feces,19,19,9.89,3.63,38
hairspray,19,19,7.84,3.02,38
indispensable,19,18,11.22,2.24,38
monstrosity,19,18,13.06,4.39,38
motorbike,19,19,7.95,2.37,38
newsreel,18,18,10.39,3.24,38
presumption,19,18,14.28,3.53,38
raptor,18,17,11.24,3.87,38
recourse,18,17,13.35,3.33,38
researcher,19,18,10.22,1.99,38
restful,19,19,8.84,2.39,38
shingle,18,18,8.56,3.07,38
sigma,19,14,14.36,3.63,38
slender,18,18,10.11,3.95,38
spiteful,18,18,10.89,3.36,38
tangerine,20,20,8.15,4.78,38
thatch,19,18,10.72,2.54,38
tinkling,19,17,8.47,3.83,38
unveil,20,20,11,4.45,38
vigilant,19,19,13.21,3.14,38
wary,19,18,10.11,2.68,38
wok,19,15,12.27,4.57,38
baseline,18,18,11.61,3.7,38
blackberry,19,19,8.95,6.2,38
charred,20,20,10.2,4.35,38
chromosome,18,18,11.78,3.15,38
circumference,19,19,11.84,2.81,38
countenance,19,19,11.63,3.25,38
deviate,18,18,13.11,3.03,38
devout,18,16,10.44,4.21,38
excelsior,19,16,13.44,3.12,38
gerbil,18,16,7.06,3.09,38
graph,19,19,8.16,1.68,38
hangout,19,19,9.42,3.96,38
hothead,18,18,11.5,2.31,38
inanimate,19,19,12.16,2.71,38
inexplicable,18,17,12.82,2.86,38
infantile,19,19,13,4.27,38
ingrate,20,17,12.12,3.74,38
limelight,19,19,11.89,4.15,38
mahogany,18,18,12.83,3.33,38
mongo,19,8,11.38,3.54,38
morph,19,19,11.47,4.87,38
pacemaker,19,19,12.42,3.58,38
paintball,20,20,12.5,5.34,38
pennant,19,17,11.47,4,38
pickpocket,19,19,9.37,2.73,38
respectability,19,19,9.84,3.11,38
retriever,19,19,8.74,2.4,38
roving,19,18,11.44,2.83,38
sarsaparilla,19,14,11.36,4.31,38
scrumptious,19,19,10.32,4.04,38
shiner,19,19,8.21,2.9,38
squishy,20,19,5.68,2.54,38
techno,19,18,13.94,5.4,38
teriyaki,18,18,11.17,4.23,38
termite,18,18,7.94,2.88,38
townhouse,18,18,12.61,3.53,38
unbutton,18,18,5.11,2.32,38
voluptuous,18,17,12.71,2.64,38
wayward,18,17,10.53,2.74,38
amend,18,18,11.39,3.71,38
binary,20,18,13.39,3.31,38
bottling,19,19,9.58,3.36,38
cayenne,19,16,12.81,3.21,38
chlorine,21,21,8.57,3.64,38
christening,18,18,10.56,2.91,38
clipboard,21,21,7.76,1.95,38
crouch,18,18,8.5,2.38,38
crucifixion,20,20,9.2,4.18,38
defuse,21,21,12.1,3.66,38
desertion,18,18,12.33,3.29,38
distrust,20,20,10.1,2.83,38
foresight,18,18,10.78,2.02,38
glacier,21,21,8.05,1.86,38
gradual,18,18,9,1.91,38
guesthouse,19,19,9.26,2.56,38
gummy,19,19,8.89,3.56,38
haggis,22,12,15.42,3.8,38
incinerator,21,21,12.19,3.3,38
ladle,21,18,9.83,4.59,38
limey,21,17,10.94,4.25,38
mislead,20,20,9.65,2.58,38
nefarious,21,16,13.31,3.38,38
nymph,21,19,11.21,3.94,38
outhouse,20,20,7.9,3.08,38
outskirts,21,20,10.55,4.03,38
payable,20,20,8.55,2.76,38
prioritize,19,18,13.17,2.85,38
reprogram,19,19,12.42,4.26,38
roadhouse,19,16,14.12,4.53,38
schooner,19,15,12.33,3.27,38
shoelace,19,19,4.16,1.42,38
sift,20,20,9.6,3.36,38
sneer,20,20,9.2,2.46,38
soiree,20,17,13.41,3.39,38
starfish,21,21,5.76,1.89,38
stint,18,18,13.06,2.98,38
trickery,19,19,9.58,2.73,38
triplicate,19,16,14.38,2.75,38
troubadour,19,12,13.17,4.51,38
vassal,19,17,12.94,4.19,38
argumentative,18,16,11.5,2.5,38
backtrack,20,20,11.75,3.06,38
bookkeeping,20,20,11,3.36,38
forgetful,19,19,7.84,3.02,38
handiwork,19,19,10.79,2.64,38
heartburn,19,19,10.47,3.47,38
implosion,20,20,12.85,2.83,38
incriminate,18,17,11.82,4.07,38
manhole,18,18,6.83,3.01,38
mantel,18,18,7.72,2.78,38
neighboring,20,20,10.9,3.28,38
philharmonic,19,13,14.69,4.46,38
pleasurable,18,18,10.56,3.03,38
rhinoceros,18,18,6,2.83,38
seductive,19,19,11.89,2.45,38
sender,18,18,7.28,1.36,38
sporty,20,20,7.05,2.16,38
suburbia,19,18,12.06,2.71,38
suffocation,19,19,9.84,2.22,38
sulk,20,19,7.84,2.71,38
quinine,18,10,12.4,2.32,37
haggle,18,16,12.75,3,37
belittle,19,17,12.88,2.96,37
bluegrass,18,18,10.33,3.6,37
bookworm,18,18,5.78,1.8,37
classification,19,19,11.11,2.69,37
collage,18,18,8.33,2.11,37
consensual,18,18,12.61,2.93,37
cookbook,18,18,7.22,2.02,37
deviation,18,17,12.53,2.58,37
enlightening,19,19,12.47,3.36,37
entrust,19,19,11.89,3.93,37
excel,18,18,11.56,3.31,37
exempt,18,18,13.11,4.2,37
floral,19,19,8.84,3.3,37
headlight,19,19,6.79,2.62,37
homophobic,20,20,14.7,4.29,37
inexpensive,19,19,8.05,2.59,37
jot,18,18,8.17,1.86,37
lengthy,18,18,9.11,2.19,37
mignon,18,15,14.4,3.76,37
mould,19,15,11.33,3.39,37
murderess,18,16,13,3.03,37
nobleman,19,19,9.74,2.64,37
premed,18,17,11.82,3.26,37
racketeering,19,17,15.94,3.03,37
reminisce,18,16,12.5,3.35,37
revue,19,14,13.71,2.97,37
schnapps,19,16,15.62,3.93,37
smoothie,22,22,8.73,3.74,37
swinger,19,19,13.74,4.92,37
torque,18,17,13.29,3.96,37
underprivileged,18,18,10.11,2.49,37
admissible,20,20,13.1,2.79,37
adulthood,19,19,9.95,3.49,37
ambience,19,18,13.28,3.2,37
ambiguous,18,18,13.67,3.25,37
assortment,18,18,8.72,1.81,37
astronomical,18,18,12.5,2.57,37
backhand,18,18,8.67,3.65,37
baptize,18,18,6.67,2.68,37
belch,18,18,6.22,2.26,37
coding,20,19,11.84,4.45,37
creeper,18,17,11.12,2.83,37
deserter,18,17,10.76,2.14,37
faceless,19,19,10.26,2.88,37
gallbladder,19,19,11.68,3.58,37
galore,18,17,9.47,2.9,37
induction,19,19,13.37,2.95,37
innermost,18,18,12.22,3.49,37
integral,18,18,14.33,2.59,37
leprosy,19,19,11.68,3.54,37
manifesto,18,17,14.71,3.42,37
moderation,19,19,10.79,2.94,37
negligee,18,13,15.92,2.4,37
nurture,18,18,10.94,2.98,37
paradigm,18,15,16.6,4.6,37
profanity,19,19,10.58,3.29,37
punt,18,17,8.18,3.05,37
remembrance,20,20,11.3,3.59,37
replicate,19,19,11.26,4.37,37
retake,19,19,8.79,2.44,37
shard,20,20,9.9,3.65,37
shifty,19,19,11.68,3.58,37
shoddy,19,18,11.61,2.68,37
spandex,18,18,9.89,3.68,37
starry,18,18,7.89,3.89,37
stonewall,19,18,10.22,3.62,37
succubus,18,17,15.82,3.21,37
swami,19,14,11.14,3.7,37
synapse,19,16,14.88,2.73,37
traverse,19,18,14.67,3.77,37
wobbly,19,19,6,1.7,37
acorn,21,20,5.95,2.91,37
altercation,19,18,11.67,3.18,37
aristocratic,18,18,12.06,2.98,37
assemblyman,18,18,12.89,2.87,37
backgammon,18,18,10,3.74,37
beefsteak,20,19,10.26,4.25,37
compulsory,19,19,12.16,3.29,37
conflicting,21,21,11.52,2.11,37
crippling,18,18,9.33,2.63,37
electron,20,20,12.4,1.82,37
existential,18,17,14.94,2.99,37
fundraising,20,20,9.4,3.22,37
genitalia,19,19,11.84,2.91,37
gondola,21,19,10.21,3.65,37
gory,20,19,9.74,3.03,37
hasten,19,19,12.16,2.09,37
hinder,20,20,11.1,3.49,37
hone,21,18,12.72,3.86,37
hooligan,21,20,11.75,3.93,37
hourly,20,20,9.45,2.8,37
hurdle,20,20,8.75,2.88,37
impudent,20,17,14.82,4.81,37
incendiary,21,14,12.14,3.03,37
infatuated,21,21,12.52,3.53,37
legation,19,12,15.42,3.03,37
methadone,20,14,19.21,3.45,37
moxie,18,14,13.71,2.92,37
overjoyed,19,19,9.68,2.38,37
overtake,18,18,9.44,2.01,37
perseverance,20,20,11,2.29,37
rampart,18,13,10,3.67,37
recount,20,19,8.84,3.52,37
reentry,20,20,11.95,2.91,37
retina,18,17,10.76,3.67,37
revoke,20,20,12.1,3.09,37
sect,19,18,13.39,2.5,37
seedy,20,19,9.68,3.58,37
stopwatch,21,21,8.33,2.18,37
supporter,20,20,8.75,3.29,37
symbolism,19,19,10.74,2.21,37
acquittal,18,18,12.39,3.55,37
acupuncture,19,19,11.79,2.99,37
adventurer,19,19,7.79,2.27,37
aggravate,19,19,8.32,2.58,37
bacterial,20,20,10.55,3.09,37
benevolent,18,16,14,2.56,37
bicarbonate,20,19,15.79,4.01,37
cartilage,18,17,10.94,2.44,37
chameleon,20,17,10.18,3.92,37
drowsy,19,18,8,3.58,37
flagpole,18,18,6.44,2.75,37
grandeur,18,14,11.79,1.89,37
hairbrush,20,20,4.7,2.75,37
improbable,19,19,12.32,3.83,37
inflatable,18,18,9,3.18,37
jettison,19,13,12.38,3.48,37
ligature,19,15,15.53,2.64,37
maritime,19,17,11.47,3.41,37
midshipman,19,14,13.93,4.05,37
mono,18,18,11.22,3.59,37
placebo,19,18,11.89,2.78,37
provisional,18,17,14.29,3.37,37
psychopathic,18,18,11.89,3.18,37
respirator,18,18,10.11,3.1,37
skiff,18,10,13.2,5.07,37
stainless,18,18,10.72,3.36,37
unwelcome,20,20,8.65,1.9,37
whimper,18,17,8.24,2.25,37
dalmatian,20,18,6.06,2.71,37
smartass,19,19,8.32,3.22,36
humongous,19,18,8.89,3.2,36
messieurs,18,9,15.22,4.52,36
surly,19,17,11.47,4.05,36
unruly,19,19,9.68,1.92,36
agonizing,18,18,10.89,3.31,36
bungee,19,19,11.16,5.21,36
caddie,18,18,9.83,2.46,36
closeness,19,19,7.32,2.31,36
communicator,19,19,9.68,3.25,36
compute,19,19,10.95,3.29,36
coot,19,13,12.85,3.36,36
flammable,18,18,10.06,3.4,36
fragrant,19,19,9.58,3.79,36
housewarming,19,19,11.79,3.78,36
insider,18,18,11.67,3.4,36
jalopy,18,14,10.21,3.33,36
jib,19,14,12.93,4.2,36
logistics,19,19,14.95,3.72,36
momentous,18,18,13.39,3.45,36
parody,18,16,12.69,2.12,36
patter,18,17,9.18,3.84,36
promo,19,18,12.78,2.86,36
ratty,19,18,9.44,4.36,36
ruddy,19,16,13.31,3.24,36
stereotype,18,18,10.56,2.62,36
undisturbed,19,19,9.37,2.43,36
abduct,19,19,11.26,4.03,36
alteration,18,18,10.17,2.36,36
amazement,18,18,9.22,3.12,36
anchorage,18,17,12,4.09,36
bolo,18,12,12.67,3.6,36
catwalk,19,19,10.32,3.53,36
celibate,22,18,11.94,2.94,36
clairvoyant,19,18,12.33,2.97,36
clatter,20,19,8.74,2.98,36
commoner,18,18,8.56,2.36,36
decaying,18,18,9.44,2.23,36
delirium,19,18,12.61,2.23,36
depress,20,20,9.75,2.55,36
destitute,18,14,11.43,3.27,36
devoid,18,16,12.19,4.02,36
diff,19,8,10.62,2.45,36
escalate,18,18,10.94,3.15,36
extravaganza,19,19,10.74,4.25,36
flirtation,19,19,10.53,2.32,36
guitarist,19,19,9.26,2.56,36
gush,19,19,10,2.75,36
hayride,19,19,7.32,3.37,36
houseboy,20,17,12.18,4.03,36
jumpsuit,19,19,9.53,2.97,36
kraken,19,9,13.44,2.7,36
optics,20,19,12.63,4.76,36
payphone,18,18,7.11,2.76,36
piping,20,19,9.95,4.56,36
realism,18,17,13.47,2.5,36
retrospect,19,19,14.63,3.55,36
reunite,18,18,9.44,3.45,36
seclusion,20,18,10.39,2.33,36
shoeshine,19,19,7.05,3.87,36
similarity,19,19,8.89,2.31,36
sportswriter,19,19,11.89,3.93,36
swivel,19,19,9.53,2.89,36
telemetry,19,15,14.67,3.48,36
tempest,18,17,12.53,3.04,36
theology,18,18,12.72,4.01,36
thorny,18,18,7.56,2.31,36
trinket,20,18,9.39,3.9,36
unchanged,19,19,8.47,2.52,36
unguarded,37,36,10.58,3.36,36
vowel,19,19,6.53,1.07,36
asphyxiation,18,17,15.12,2.6,36
audible,21,21,11.05,2.56,36
beater,20,20,7.95,3.59,36
cardiologist,19,19,13.42,3.53,36
carpool,21,21,9.95,4.89,36
contusion,19,19,12.84,3.4,36
cornfield,19,19,6.42,1.61,36
dinghy,20,18,10.67,3.71,36
doornail,19,14,8.14,2.96,36
drivel,19,15,12.8,3.51,36
esophagus,18,16,11.06,2.35,36
exonerate,18,18,14.28,2.67,36
fawn,20,20,8.4,3.35,36
fixer,19,18,8,3.38,36
hypothalamus,20,16,13.31,2.55,36
invulnerable,20,17,11,2.67,36
magnolia,18,18,9.89,2.59,36
mansions,19,19,8.63,2.09,36
meningitis,19,19,12.68,2.87,36
milestone,22,21,11.62,4.78,36
mosey,18,17,9,3.04,36
nutcracker,21,21,7.24,2.17,36
nutmeg,18,18,8.83,2.77,36
provost,20,13,16.62,3.31,36
resurrect,18,18,10,3.22,36
scrip,21,9,13,4.47,36
senorita,19,19,11.05,3.14,36
sprint,18,18,8.61,2.2,36
subliminal,19,19,11.89,2.83,36
tapestry,21,20,10.95,4.29,36
thane,20,2,12.5,3.54,36
turnoff,21,21,11.14,4.1,36
unisex,20,20,11.4,3.41,36
validation,18,18,12.06,3.1,36
watery,20,20,6.65,3.01,36
